7천만원 이상 1억원 미만-단독주택-전세-대학 졸업,11
연간 1억원 이상-아파트-월세-대학 졸업,11
5천만원 이상 7천만원 미만-아파트-월세-대학원 졸업,11
연간 1억원 이상-단독주택-자가-대학 재학,11
1천만원 이상 3천만원 미만-연립/빌라-전세-대학원 졸업,11
3천만원 이상 5천만원 미만-기타-전세-대학 졸업,11
7천만원 이상 1억원 미만-단독주택-자가-대학원 졸업,11
1천만원 이상 3천만원 미만-아파트-기타-대학 재학,11
7천만원 이상 1억원 미만-단독주택-자가-대학 재학,10
5천만원 이상 7천만원 미만-아파트-전세-대학원 재학,10
5천만원 이상 7천만원 미만-기타-전세-대학 졸업,10
1천만원 이상 3천만원 미만-기타-기타-대학 졸업,10
5천만원 이상 7천만원 미만-기타-자가-대학 졸업,10
7천만원 이상 1억원 미만-연립/빌라-자가-대학 재학,10
5천만원 이상 7천만원 미만-단독주택-월세-고졸,10
5천만원 이상 7천만원 미만-오피스텔-월세-대학 졸업,10
연간 1억원 이상-단독주택-자가-고졸,10
5천만원 이상 7천만원 미만-아파트-월세-대학 재학,10
1천만원 이상 3천만원 미만-연립/빌라-기타-대학 졸업,9
1천만원 이상 3천만원 미만-주상복합-전세-대학 졸업,9
1천만원 미만-아파트-기타-대학 졸업,9
3천만원 이상 5천만원 미만-단독주택-기타-대학 졸업,9
1천만원 미만-기타-월세-대학 재학,9
3천만원 이상 5천만원 미만-연립/빌라-전세-대학원 재학,9
3천만원 이상 5천만원 미만-아파트-월세-대학원 졸업,9
1천만원 이상 3천만원 미만-주상복합-월세-대학 졸업,8
1천만원 이상 3천만원 미만-오피스텔-전세-대학 졸업,8
5천만원 이상 7천만원 미만-단독주택-기타-대학 졸업,8
3천만원 이상 5천만원 미만-오피스텔-자가-고졸,8
3천만원 이상 5천만원 미만-단독주택-월세-대학 재학,8
1천만원 미만-단독주택-월세-대학 졸업,8
7천만원 이상 1억원 미만-연립/빌라-월세-대학 졸업,8
7천만원 이상 1억원 미만-연립/빌라-자가-대학원 졸업,8
3천만원 이상 5천만원 미만-기타-자가-대학 졸업,8
1천만원 이상 3천만원 미만-아파트-전세-대학원 졸업,8
연간 1억원 이상-연립/빌라-자가-대학 재학,8
7천만원 이상 1억원 미만-아파트-기타-고졸,8
7천만원 이상 1억원 미만-아파트-월세-대학원 졸업,8
3천만원 이상 5천만원 미만-주상복합-월세-대학 졸업,8
1천만원 미만-아파트-기타-대학 재학,8
3천만원 이상 5천만원 미만-단독주택-전세-대학원 졸업,8
3천만원 이상 5천만원 미만-주상복합-전세-고졸,8
7천만원 이상 1억원 미만-아파트-기타-대학원 졸업,8
1천만원 미만-기타-기타-대학 재학,7
연간 1억원 이상-단독주택-전세-대학 졸업,7
1천만원 이상 3천만원 미만-기타-전세-고졸,7
1천만원 미만-단독주택-기타-대학 재학,7
연간 1억원 이상-연립/빌라-전세-고졸,7
1천만원 이상 3천만원 미만-주상복합-전세-고졸,7
3천만원 이상 5천만원 미만-연립/빌라-기타-고졸,7
7천만원 이상 1억원 미만-주상복합-전세-대학 졸업,7
5천만원 이상 7천만원 미만-기타-기타-대학 졸업,7
1천만원 이상 3천만원 미만-단독주택-기타-고졸,7
1천만원 이상 3천만원 미만-연립/빌라-전세-대학원 재학,7
연간 1억원 이상-단독주택-자가-대학원 졸업,7
1천만원 이상 3천만원 미만-주상복합-전세-대학 재학,7
1천만원 이상 3천만원 미만-단독주택-전세-대학원 졸업,7
3천만원 이상 5천만원 미만-연립/빌라-월세-대학원 졸업,7
7천만원 이상 1억원 미만-연립/빌라-전세-대학 재학,7
1천만원 이상 3천만원 미만-기타-자가-고졸,6
7천만원 이상 1억원 미만-단독주택-월세-고졸,6
3천만원 이상 5천만원 미만-단독주택-기타-고졸,6
1천만원 이상 3천만원 미만-연립/빌라-자가-대학원 졸업,6
7천만원 이상 1억원 미만-연립/빌라-월세-고졸,6
3천만원 이상 5천만원 미만-주상복합-월세-고졸,6
1천만원 미만-오피스텔-월세-고졸,6
3천만원 이상 5천만원 미만-오피스텔-월세-대학 재학,6
1천만원 미만-기타-전세-대학 졸업,6
1천만원 이상 3천만원 미만-아파트-전세-대학원 재학,6
5천만원 이상 7천만원 미만-주상복합-월세-대학 졸업,6
연간 1억원 이상-아파트-기타-고졸,6
연간 1억원 이상-연립/빌라-자가-대학원 졸업,6
1천만원 이상 3천만원 미만-연립/빌라-월세-대학원 재학,6
1천만원 이상 3천만원 미만-단독주택-기타-대학 재학,6
7천만원 이상 1억원 미만-오피스텔-월세-대학 졸업,6
5천만원 이상 7천만원 미만-주상복합-전세-고졸,6
3천만원 이상 5천만원 미만-오피스텔-월세-고졸,6
7천만원 이상 1억원 미만-연립/빌라-전세-대학원 졸업,6
5천만원 이상 7천만원 미만-오피스텔-자가-고졸,6
1천만원 이상 3천만원 미만-연립/빌라-월세-대학원 졸업,6
5천만원 이상 7천만원 미만-기타-월세-고졸,6
1천만원 이상 3천만원 미만-주상복합-자가-대학 졸업,6
연간 1억원 이상-아파트-월세-대학원 졸업,6
7천만원 이상 1억원 미만-주상복합-자가-고졸,6
연간 1억원 이상-연립/빌라-자가-고졸,6
7천만원 이상 1억원 미만-오피스텔-자가-대학 졸업,6
1천만원 이상 3천만원 미만-단독주택-월세-대학 재학,6
5천만원 이상 7천만원 미만-기타-월세-대학 졸업,5
1천만원 미만-주상복합-자가-대학 졸업,5
3천만원 이상 5천만원 미만-기타-월세-대학 재학,5
1천만원 미만-아파트-자가-대학원 재학,5
1천만원 이상 3천만원 미만-오피스텔-전세-고졸,5
